TICKER,ISIN,COUNTRY_OF_PRIMARY_MARKET,TRADING_COUNTRY,TRADING_CURRENCY,IS_COMPOSITE
SANF,FR0000120578,FR,IT,EUR,N
CRHCF,IE0001827041,IE,US,USD,Y
ANHn,BE0974293251,BE,,ZAR,N
CRG,IE0001827041,GB,DE,EUR,N
BAYZF,DE000BAY0017,DE,US,USD,Y
BNP,FR0000131104,FR,IT,EUR,N
BNP,FR0000131104,FR,DE,EUR,Y
RIp,FR0000120693,FR,GB,EUR,N
CS,FR0000120628,FR,FR,EUR,N
AXA,FR0000120628,FR,IT,EUR,N
AXA,FR0000120628,FR,IT,EUR,N
RIp,FR0000120693,FR,GB,EUR,N
SND,FR0000121972,FR,DE,EUR,Y
DB1,DE0005810055,DE,IT,EUR,N
ASML,NL0010273215,NL,IT,EUR,N
AIR,NL0000235190,FR,IT,EUR,N
SU,FR0000121972,FR,IT,EUR,N
EL,FR0000121667,FR,IT,EUR,N
SAF,FR0000073272,FR,IT,EUR,N
VOW3,DE0007664039,DE,IT,EUR,N
DG,FR0000125486,FR,IT,EUR,N
DPW,DE0005552004,DE,IT,EUR,N
IFX,DE0006231004,DE,IT,EUR,N
BMWd,DE0005190003,DE,,EUR,N
SIEd,DE0007236101,DE,GB,EUR,N
SIN,DE0007236101,DE,CH,CHF,Y
ADS,DE000A1EWWW0,DE,CH,CHF,N
ASMLa,NL0010273215,NL,NL,EUR,N
SEJ1,FR0000073272,FR,DE,EUR,N
CRG,IE0001827041,GB,DE,EUR,N
ADSd,DE000A1EWWW0,DE,GB,EUR,N
IFX,DE0006231004,DE,DE,EUR,N
0RI8,NL0011794037,NL,GB,EUR,Y
0P6M,DE0007236101,DE,GB,EUR,N
DAI,DE0007100000,DE,CH,EUR,N
IFX,DE0006231004,DE,CH,EUR,Y
DTE,DE0005557508,DE,CH,EUR,N
MUV2,DE0008430026,DE,CH,EUR,Y
VOW3,DE0007664039,DE,DE,EUR,N
DPW,DE0005552004,DE,CH,CHF,N
SANp,FR0000120578,FR,GB,EUR,N
VNA,DE000A1ML7J1,DE,IT,EUR,N
ADS,DE000A1EWWW0,DE,IT,EUR,N
ASMLa,NL0010273215,NL,GB,EUR,N
ALV,DE0008404005,DE,CH,EUR,Y
MBG,DE0007100000,DE,CH,EUR,Y
ADS,DE000A1EWWW0,DE,CH,EUR,Y
DB1,DE0005810055,DE,CH,EUR,N
DPW,DE0005552004,DE,CH,EUR,N
SIN,DE0007236101,DE,CH,EUR,Y
SAP,DE0007164600,DE,CH,EUR,N
SAP,DE0007164600,DE,CH,EUR,Y
SIN,DE0007236101,DE,CH,EUR,N
DTE,DE0005557508,DE,CH,EUR,Y
ALV,DE0008404005,DE,CH,EUR,N
DB1,DE0005810055,DE,DE,EUR,N
BAYN,DE000BAY0017,DE,CH,EUR,N
BAYN,DE000BAY0017,DE,CH,EUR,Y
8TI,NL00150001Q9,IT,DE,EUR,N
SAPGFn,DE0007164600,DE,,USD,N
ENIm,IT0003132476,IT,DE,EUR,N
BMW,DE0005190003,DE,CH,EUR,Y
ADS,DE000A1EWWW0,DE,CH,EUR,N
MUV2,DE0008430026,DE,CH,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
8TI,NL00150001Q9,IT,DE,EUR,N
IXD1,ES0148396007,ES,DE,EUR,N
MUV2,DE0008430026,DE,DE,EUR,N
DTEd,DE0005557508,DE,,EUR,N
DGp,FR0000125486,FR,,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
DPW,DE0005552004,DE,CH,CHF,N
BMW,DE0005190003,DE,CH,EUR,N
SIE,DE0007236101,DE,DE,EUR,N
INGA,NL0011821202,NL,NL,EUR,N
DPW,DE0005552004,DE,CH,EUR,Y
DB1,DE0005810055,DE,CH,EUR,Y
IFX,DE0006231004,DE,CH,EUR,N
SUp,FR0000121972,FR,GB,EUR,N
TTE,FR0000120271,FR,GB,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
RMSp,FR0000052292,FR,GB,EUR,N
INGAa,NL0011821202,NL,DE,EUR,N
BMW,DE0005190003,DE,DE,EUR,N
ORp,FR0000120321,FR,GB,EUR,N
AIR,NL0000235190,FR,DE,EUR,Y
MCp,FR0000121014,FR,GB,EUR,N
STLAm,NL00150001Q9,IT,DE,EUR,N
AXA,FR0000120628,FR,DE,EUR,N
ENL,IT0003128367,IT,DE,EUR,Y
0MPH,DE0005557508,DE,GB,EUR,N
BN,FR0000120644,FR,RO,RON,Y
DAI,DE0007100000,DE,RO,RON,N
DGp,FR0000125486,FR,NL,EUR,N
SNYNFn,FR0000120578,FR,,USD,N
DPW,DE0005552004,DE,DE,EUR,N
BMW,DE0005190003,DE,DE,EUR,N
0H3T,DE0005810055,DE,GB,EUR,Y
DTE,DE0005557508,DE,CH,CHF,Y
IBDSF,ES0144580Y14,ES,US,USD,Y
DG,FR0000125486,FR,CH,CHF,N
AHO,NL0011794037,NL,CH,CHF,Y
MCp,FR0000121014,FR,GB,EUR,N
INGA,NL0011821202,NL,NL,EUR,N
ADSd,DE000A1EWWW0,DE,GB,EUR,N
PHIAa,NL0000009538,NL,GB,EUR,N
SAN,FR0000120578,FR,CH,CHF,Y
SU,FR0000121972,FR,IT,EUR,N
EL,FR0000121667,FR,IT,EUR,N
LOR,FR0000120321,FR,DE,EUR,N
IFX,DE0006231004,DE,IT,EUR,N
PDYPF,IE00BWT6H894,GB,US,USD,N
KC4,FI0009013403,FI,DE,EUR,N
DB1,DE0005810055,DE,DE,EUR,Y
VNA,DE000A1ML7J1,DE,IT,EUR,N
ASME,NL0010273215,NL,DE,EUR,N
ENELm,IT0003128367,IT,GB,EUR,N
INGA,NL0011821202,NL,IT,EUR,N
MUV2d,DE0008430026,DE,,EUR,N
AIR,NL0000235190,FR,IT,EUR,N
VOW3,DE0007664039,DE,IT,EUR,N
SAF,FR0000073272,FR,IT,EUR,N
BSN,FR0000120644,FR,DE,EUR,N
SQU,FR0000125486,FR,DE,EUR,N
DPW,DE0005552004,DE,IT,EUR,N
BAYZF,DE000BAY0017,DE,US,USD,N
ENI,IT0003132476,IT,DE,EUR,N
VOW3,DE0007664039,DE,DE,EUR,N
AIp,FR0000120073,FR,GB,EUR,N
VNA,DE000A1ML7J1,DE,CH,CHF,N
MUV2,DE0008430026,DE,CH,CHF,Y
BAYNd,DE000BAY0017,DE,GB,EUR,N
SANTu,ES0113900J37,ES,,EUR,N
BOY,ES0113211835,ES,DE,EUR,N
ADDDF,DE000A1EWWW0,DE,US,USD,N
RI,FR0000120693,FR,CH,CHF,Y
8TI,NL00150001Q9,IT,DE,EUR,N
MBG,DE0007100000,DE,DE,EUR,N
CRGi,IE0001827041,GB,GB,EUR,N
BNPp,FR0000131104,FR,DE,EUR,N
SANp,FR0000120578,FR,DE,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,Y
KNEBV,FI0009013403,FI,FI,EUR,N
ENId,IT0003132476,IT,GB,EUR,N
SAN1,ES0113900J37,ES,CH,CHF,Y
EADSFn,NL0000235190,FR,,USD,N
ADa,NL0011794037,NL,GB,EUR,N
SUp,FR0000121972,FR,NL,EUR,N
ADDDFn,DE000A1EWWW0,DE,,USD,N
PHIA,NL0000009538,NL,IT,EUR,N
BSD2,ES0113900J37,ES,CH,CHF,N
BAYe,DE000BAY0017,DE,GB,EUR,N
SEJ1,FR0000073272,FR,DE,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
0LNG,NL0000009538,NL,GB,EUR,Y
ENELm,IT0003128367,IT,DE,EUR,N
MUV2d,DE0008430026,DE,DE,EUR,N
SUp,FR0000121972,FR,GB,EUR,N
AHBIFn,BE0974293251,BE,,USD,N
AIQUF,FR0000120073,FR,US,USD,Y
BNPp,FR0000131104,FR,GB,EUR,N
ABIb,BE0974293251,BE,DE,EUR,N
CRG,IE0001827041,GB,IE,EUR,N
KC4,FI0009013403,FI,DE,EUR,N
SIEd,DE0007236101,DE,GB,EUR,N
SIEd,DE0007236101,DE,GB,EUR,N
ASMLa,NL0010273215,NL,GB,EUR,N
GPDNF,FR0000120644,FR,US,USD,Y
AI,FR0000120073,FR,IT,EUR,N
IFXN,DE0006231004,DE,MX,MXN,N
ITXN,ES0148396007,ES,MX,MXN,N
KERN,FR0000121485,FR,MX,MXN,Y
VNAd,DE000A1ML7J1,DE,GB,EUR,N
DG,FR0000125486,FR,IT,EUR,N
SAPd,DE0007164600,DE,GB,EUR,N
MOH,FR0000121014,FR,DE,EUR,N
DPW,DE0005552004,DE,DE,EUR,N
HMI,FR0000052292,FR,DE,EUR,N
ALV,DE0008404005,DE,DE,EUR,Y
AIRd,NL0000235190,FR,GB,EUR,N
IFNNF,DE0006231004,DE,US,USD,Y
VNAd,DE000A1ML7J1,DE,GB,EUR,N
SEJ1,FR0000073272,FR,DE,EUR,N
BNPN,FR0000131104,FR,MX,MXN,N
ESL,FR0000121667,FR,DE,EUR,N
DPWd,DE0005552004,DE,GB,EUR,N
IBEN,ES0144580Y14,ES,MX,MXN,Y
BASd,DE000BASF111,DE,GB,EUR,N
0O59,FR0000120578,FR,GB,EUR,N
BNP,FR0000131104,FR,FR,EUR,N
BASd,DE000BASF111,DE,GB,EUR,N
VNAd,DE000A1ML7J1,DE,,EUR,N
0II2,FI0009013403,FI,GB,EUR,N
PHIAa,NL0000009538,NL,GB,EUR,N
ENIm,IT0003132476,IT,GB,EUR,N
0QB8,NL0010273215,NL,GB,EUR,N
KC4,FI0009013403,FI,DE,EUR,N
SAP,DE0007164600,DE,DE,EUR,N
SNW,FR0000120578,FR,DE,EUR,Y
IBE1,ES0144580Y14,ES,CH,CHF,N
1NBA,BE0974293251,BE,DE,EUR,N
PHI,NL0000009538,NL,CH,CHF,N
MUV2,DE0008430026,DE,DE,EUR,N
BBVA*,ES0113211835,ES,MX,MXN,N
AXAN,FR0000120628,FR,MX,MXN,Y
ORN,FR0000120321,FR,MX,MXN,Y
VNA,DE000A1ML7J1,DE,DE,EUR,Y
IBEe,ES0144580Y14,ES,GB,EUR,N
DPSTF,DE0005552004,DE,US,USD,Y
ENL,IT0003128367,IT,DE,EUR,N
ENIm,IT0003132476,IT,GB,EUR,N
EI,FR0000121667,FR,CH,CHF,N
STLA,NL00150001Q9,IT,US,USD,N
IFX,DE0006231004,DE,DE,EUR,N
SQU,FR0000125486,FR,DE,EUR,N
ADa,NL0011794037,NL,,EUR,N
ENELm,IT0003128367,IT,GB,EUR,N
MBG,DE0007100000,DE,DE,EUR,N
PER,FR0000120693,FR,DE,EUR,Y
MOH,FR0000121014,FR,DE,EUR,N
0M6S,DE0008404005,DE,GB,EUR,Y
VOW3N,DE0007664039,DE,MX,MXN,N
DDAIFn,DE0007100000,DE,,USD,N
ESL,FR0000121667,FR,DE,EUR,N
DTEGFn,DE0005557508,DE,,USD,N
RIp,FR0000120693,FR,GB,EUR,N
SANp,FR0000120578,FR,GB,EUR,N
SINz,DE0007236101,DE,GB,CHF,N
BSD2,ES0113900J37,ES,DE,EUR,N
MCp,FR0000121014,FR,GB,EUR,N
1NBA,BE0974293251,BE,DE,EUR,N
0KFE,DE0008430026,DE,GB,EUR,Y
INGAT,NL0011821202,NL,CH,CHF,Y
LIN,IE00BZ12WP82,US,DE,EUR,N
AHOG,NL0011794037,NL,DE,EUR,N
BNP,FR0000131104,FR,CH,CHF,Y
BBVA-U,ES0113211835,ES,IT,EUR,N
BBVAe,ES0113211835,ES,GB,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
BMW,DE0005190003,DE,IT,EUR,N
SANp,FR0000120578,FR,GB,EUR,N
RMSp,FR0000052292,FR,GB,EUR,N
AIRp,NL0000235190,FR,GB,EUR,N
DDAIF,DE0007100000,DE,US,USD,N
BNP,FR0000131104,FR,DE,EUR,N
BAYN,DE000BAY0017,DE,DE,EUR,N
IES,IT0000072618,IT,DE,EUR,N
BASd,DE000BASF111,DE,,EUR,N
SAFp,FR0000073272,FR,GB,EUR,N
DGp,FR0000125486,FR,GB,EUR,N
AI,FR0000120073,FR,CH,CHF,Y
ORp,FR0000120321,FR,GB,EUR,N
STLA,NL00150001Q9,IT,US,USD,N
VOW3,DE0007664039,DE,DE,EUR,N
IXD1,ES0148396007,ES,DE,EUR,N
INGAa,NL0011821202,NL,GB,EUR,N
CRG,IE0001827041,GB,DE,EUR,N
DAI,DE0007100000,DE,CH,CHF,N
PPB,IE00BWT6H894,GB,DE,EUR,N
CRG,IE0001827041,GB,DE,EUR,N
IXD1,ES0148396007,ES,DE,EUR,N
0M2B,IE00BZ12WP82,US,GB,EUR,N
AIp,FR0000120073,FR,GB,EUR,N
INN1,NL0011821202,NL,DE,EUR,N
ENI,IT0003132476,IT,DE,EUR,N
EL,FR0000121667,FR,FR,EUR,N
ENI,IT0003132476,IT,DE,EUR,N
KC4,FI0009013403,FI,DE,EUR,N
VNA,DE000A1ML7J1,DE,AT,EUR,N
MUV,DE0008430026,DE,AT,EUR,N
BASF,DE000BASF111,DE,IT,EUR,N
DPW,DE0005552004,DE,DE,EUR,N
BOY,ES0113211835,ES,DE,EUR,N
SNW,FR0000120578,FR,DE,EUR,N
AIR,NL0000235190,FR,CH,CHF,N
MUV2,DE0008430026,DE,DE,EUR,N
SAPd,DE0007164600,DE,GB,EUR,N
IFX,DE0006231004,DE,DE,EUR,N
LIN-U,IE00BZ12WP82,US,IT,EUR,N
ENL,IT0003128367,IT,DE,EUR,N
MUV2,DE0008430026,DE,DE,EUR,N
BNC,ES0113900J37,ES,GB,GBP,N
0NW4,DE0007164600,DE,GB,EUR,N
SQU,FR0000125486,FR,DE,EUR,N
1NBA,BE0974293251,BE,DE,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
MUV2,DE0008430026,DE,DE,EUR,N
KC4,FI0009013403,FI,DE,EUR,Y
AIR,NL0000235190,FR,DE,EUR,N
LINd,IE00BZ12WP82,US,,EUR,N
DB1,DE0005810055,DE,DE,EUR,N
INN1,NL0011821202,NL,DE,EUR,N
SAN,FR0000120578,FR,FR,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
ABIN,BE0974293251,BE,AT,EUR,N
VNA,DE000A1ML7J1,DE,DE,EUR,N
VOW3d,DE0007664039,DE,,EUR,N
KNEBVh,FI0009013403,FI,,EUR,N
ENELm,IT0003128367,IT,,EUR,N
VNA,DE000A1ML7J1,DE,DE,EUR,N
LINI,IE00BZ12WP82,US,AT,EUR,N
BAYN,DE000BAY0017,DE,RO,RON,Y
SAP,DE0007164600,DE,DE,EUR,N
SIE,DE0007236101,DE,DE,EUR,N
DTE,DE0005557508,DE,CH,CHF,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
ASMLF,NL0010273215,NL,US,USD,Y
LINd,IE00BZ12WP82,US,GB,EUR,N
BOY,ES0113211835,ES,DE,EUR,N
SNW,FR0000120578,FR,DE,EUR,N
ENL,IT0003128367,IT,DE,EUR,N
TOTB,FR0000120271,FR,DE,EUR,N
ADS,DE000A1EWWW0,DE,DE,EUR,N
LVMH,FR0000121014,FR,IT,EUR,N
1N8,NL0012969182,NL,DE,EUR,N
ADa,NL0011794037,NL,GB,EUR,N
BNPp,FR0000131104,FR,GB,EUR,N
INGVF,NL0011821202,NL,US,USD,N
FLTRl,IE00BWT6H894,GB,GB,GBP,N
KNEBVh,FI0009013403,FI,GB,EUR,N
BNCl,ES0113900J37,ES,GB,GBP,N
IFXd,DE0006231004,DE,GB,EUR,N
BAYN,DE000BAY0017,DE,DE,EUR,N
ALVd,DE0008404005,DE,GB,EUR,N
DBO,DE0005810055,DE,AT,EUR,N
SNW,FR0000120578,FR,DE,EUR,N
BMW,DE0005190003,DE,CH,CHF,N
AHOG,NL0011794037,NL,CH,CHF,N
PER,FR0000120693,FR,DE,EUR,N
SANe,ES0113900J37,ES,GB,EUR,N
MC,FR0000121014,FR,CH,CHF,Y
AIRN,NL0000235190,FR,MX,MXN,N
RMSN,FR0000052292,FR,MX,MXN,N
VOW,DE0007664039,DE,CZ,CZK,N
LVMHF,FR0000121014,FR,US,USD,Y
BNp,FR0000120644,FR,DE,EUR,N
IXD1,ES0148396007,ES,CH,CHF,N
BFAl,DE000BASF111,DE,GB,EUR,N
BMWd,DE0005190003,DE,GB,EUR,N
BFAl,DE000BASF111,DE,GB,EUR,N
PPB,IE00BWT6H894,GB,DE,EUR,N
BN,FR0000120644,FR,FR,EUR,N
0H3T,DE0005810055,DE,GB,EUR,N
SANe,ES0113900J37,ES,GB,EUR,N
BNCl,ES0113900J37,ES,GB,GBP,N
MCp,FR0000121014,FR,DE,EUR,N
BVAl,ES0113211835,ES,GB,EUR,N
LIN,IE00BZ12WP82,US,DE,EUR,N
LIN,IE00BZ12WP82,US,DE,EUR,N
ANB*,BE0974293251,BE,MX,MXN,Y
BBVA*,ES0113211835,ES,MX,MXN,Y
BAYN,DE000BAY0017,DE,AT,EUR,N
ENELN,IT0003128367,IT,MX,MXN,Y
DGp,FR0000125486,FR,GB,EUR,N
ISPm,IT0000072618,IT,GB,EUR,N
DB1d,DE0005810055,DE,GB,EUR,N
VNNVF,DE000A1ML7J1,DE,US,USD,Y
BMW,DE0005190003,DE,HU,HUF,N
IFX,DE0006231004,DE,DE,EUR,N
EIp,FR0000121667,FR,GB,EUR,N
AXA,FR0000120628,FR,DE,EUR,N
0BFA,DE000BASF111,DE,GB,EUR,N
SUN,FR0000121972,FR,MX,MXN,Y
ASMLN,NL0010273215,NL,MX,MXN,Y
IFXN,DE0006231004,DE,MX,MXN,Y
IBEe,ES0144580Y14,ES,GB,EUR,N
0NW4,DE0007164600,DE,GB,EUR,Y
IXD1,ES0148396007,ES,DE,EUR,N
ELp,FR0000121667,FR,DE,EUR,N
DGN,FR0000125486,FR,MX,MXN,Y
INF-U,DE0006231004,DE,IT,EUR,N
0OMK,FR0000121667,FR,GB,EUR,Y
0OLD,DE000A1EWWW0,DE,GB,EUR,N
MCp,FR0000121014,FR,GB,EUR,N
TOTB,FR0000120271,FR,DE,EUR,Y
ASME,NL0010273215,NL,DE,EUR,N
ABIb,BE0974293251,BE,GB,EUR,N
AIR,NL0000235190,FR,DE,EUR,N
SAPd,DE0007164600,DE,DE,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
ALV,DE0008404005,DE,DE,EUR,N
TTEl,FR0000120271,FR,GB,EUR,N
BVAl,ES0113211835,ES,GB,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
LIN,IE00BZ12WP82,US,US,USD,N
LIN,IE00BZ12WP82,US,US,USD,N
MUV2,DE0008430026,DE,CH,CHF,N
TTEl,FR0000120271,FR,,EUR,N
BMW,DE0005190003,DE,RO,RON,N
TTEp,FR0000120271,FR,GB,EUR,N
BAYN,DE000BAY0017,DE,CH,CHF,N
ASME,NL0010273215,NL,DE,EUR,N
0HB5,FR0000131104,FR,GB,EUR,N
MOH,FR0000121014,FR,DE,EUR,N
IBE1,ES0144580Y14,ES,DE,EUR,N
BNPm,FR0000131104,FR,GB,EUR,N
DB1,DE0005810055,DE,CH,CHF,N
INGB,NL0011821202,NL,BE,EUR,N
DTE,DE0005557508,DE,CZ,CZK,N
MCN,FR0000121014,FR,MX,MXN,Y
BNN,FR0000120644,FR,MX,MXN,Y
PHIAN,NL0000009538,NL,MX,MXN,Y
AIN,FR0000120073,FR,MX,MXN,Y
LOR,FR0000120321,FR,DE,EUR,N
SND,FR0000121972,FR,DE,EUR,N
0RIC,NL0011821202,NL,GB,EUR,N
INGA,NL0011821202,NL,CH,CHF,N
MBG,DE0007100000,DE,MX,MXN,Y
ALVd,DE0008404005,DE,GB,EUR,N
BNPA,FR0000131104,FR,NL,EUR,N
ESL,FR0000121667,FR,DE,EUR,N
SAP,DE0007164600,DE,DE,EUR,Y
OR,FR0000120321,FR,CH,CHF,Y
RMS,FR0000052292,FR,AT,EUR,N
MBG,DE0007100000,DE,CH,CHF,Y
INN1,NL0011821202,NL,DE,EUR,N
TTEl,FR0000120271,FR,GB,EUR,N
BVAl,ES0113211835,ES,GB,EUR,N
HESAF,FR0000052292,FR,US,USD,N
ADSd,DE000A1EWWW0,DE,GB,EUR,N
MUV2d,DE0008430026,DE,GB,EUR,N
SAFp,FR0000073272,FR,GB,EUR,N
DTE,DE0005557508,DE,CZ,CZK,N
BMWd,DE0005190003,DE,GB,EUR,N
DTE,DE0005557508,DE,CZ,CZK,Y
ADYENa,NL0012969182,NL,,EUR,N
BAY,DE000BAY0017,DE,ES,EUR,Y
IFNNFn,DE0006231004,DE,,USD,N
ANN,DE000A1ML7J1,DE,LU,EUR,N
MBGz,DE0007100000,DE,,CHF,N
BVAl,ES0113211835,ES,,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
LIN,IE00BZ12WP82,US,US,USD,N
LIN,IE00BZ12WP82,US,US,USD,Y
0N9S,IT0003132476,IT,GB,EUR,Y
LIN,IE00BZ12WP82,US,US,USD,N
SEJ1,FR0000073272,FR,DE,EUR,N
CRGi,IE0001827041,GB,GB,EUR,N
0KFX,FR0000120644,FR,GB,EUR,Y
AD,NL0011794037,NL,BE,EUR,N
0KFX,FR0000120644,FR,GB,EUR,N
INGAa,NL0011821202,NL,,EUR,N
BASd,DE000BASF111,DE,GB,EUR,N
SINz,DE0007236101,DE,GB,CHF,N
HMI,FR0000052292,FR,DE,EUR,N
SANp,FR0000120578,FR,NL,EUR,N
TTEp,FR0000120271,FR,DE,EUR,N
BNPm,FR0000131104,FR,GB,EUR,N
AH-U,NL0011794037,NL,IT,EUR,N
SAPd,DE0007164600,DE,GB,EUR,N
SANTu,ES0113900J37,ES,GB,EUR,N
KC4,FI0009013403,FI,DE,EUR,N
RIp,FR0000120693,FR,NL,EUR,N
ASME,NL0010273215,NL,DE,EUR,N
DTE,DE0005557508,DE,CH,CHF,N
AXAHF,FR0000120628,FR,US,USD,Y
KC4,FI0009013403,FI,IT,EUR,N
0KVV,NL0000235190,FR,GB,EUR,Y
0N9S,IT0003132476,IT,GB,EUR,N
0OMK,FR0000121667,FR,GB,EUR,N
ABIb,BE0974293251,BE,GB,EUR,N
DPWd,DE0005552004,DE,GB,EUR,N
SNW,FR0000120578,FR,DE,EUR,N
SEJ1,FR0000073272,FR,IT,EUR,N
ASMLa,NL0010273215,NL,GB,EUR,N
MBGd,DE0007100000,DE,GB,EUR,N
ESL,FR0000121667,FR,IT,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
PPB,IE00BWT6H894,GB,DE,EUR,N
BNp,FR0000120644,FR,GB,EUR,N
LIN,IE00BZ12WP82,US,US,USD,N
BSD2d,ES0113900J37,ES,GB,EUR,N
0YP5,NL0012969182,NL,GB,EUR,Y
ASME,NL0010273215,NL,IT,EUR,N
CRGi,IE0001827041,IE,FR,EUR,N
BSD2d,ES0113900J37,ES,GB,EUR,N
SEJ1,FR0000073272,FR,DE,EUR,N
ASMLa,NL0010273215,NL,DE,EUR,N
BNp,FR0000120644,FR,GB,EUR,N
AIR,NL0000235190,FR,DE,EUR,N
ELp,FR0000121667,FR,GB,EUR,N
BASd,DE000BASF111,DE,GB,EUR,N
KC4,FI0009013403,FI,DE,EUR,N
ASME,NL0010273215,NL,DE,EUR,N
ABIb,BE0974293251,BE,GB,EUR,N
DTE,DE0005557508,DE,DE,EUR,N
ENIm,IT0003132476,IT,GB,EUR,N
8TI,NL00150001Q9,US,CH,CHF,Y
SAP,DE0007164600,DE,DE,EUR,N
BSD2d,ES0113900J37,ES,,EUR,N
8TI,NL00150001Q9,IT,DE,EUR,N
IES,IT0000072618,IT,DE,EUR,N
MBG,DE0007100000,DE,DE,EUR,N
INGVFn,NL0011821202,NL,,USD,N
ALV,DE0008404005,DE,DE,EUR,N
TOTB,FR0000120271,FR,DE,EUR,N
BNP,FR0000131104,FR,IT,EUR,N
ADSd,DE000A1EWWW0,DE,GB,EUR,N
KNEBVh,FI0009013403,FI,GB,EUR,N
INN1,NL0011821202,NL,DE,EUR,N
INN1d,NL0011821202,NL,GB,EUR,N
DTE,DE0005557508,DE,AT,EUR,N
VOW,DE0007664039,DE,CZ,CZK,Y
LINDEPLC,IE00BZ12WP82,US,HU,HUF,N
SIE,DE0007236101,DE,AT,EUR,N
